00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,06,06,06,06,06,06,06,06,06,06,00,00,00,00,00,00,00
00,00,06,06,06,06,00,06,06,06,06,06,06,06,06,06,05,05,05,05,05,05,05,05,06,06,06,00,00,00,00,00
00,00,06,05,05,06,06,06,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,06,06,06,00,00,00
06,06,06,05,05,05,05,05,05,05,05,03,04,04,04,03,05,05,03,05,05,05,05,05,05,05,05,05,06,06,00,00
06,05,05,05,04,05,05,03,03,05,03,03,03,03,03,03,03,05,03,05,05,05,05,05,03,03,05,05,05,06,00,00
05,05,05,04,04,04,05,03,03,03,03,03,03,03,03,03,03,04,03,05,06,06,05,03,03,04,04,05,05,06,00,00
05,05,05,04,03,03,03,03,03,03,03,04,04,03,01,01,01,01,03,03,06,06,06,03,03,04,02,05,06,06,00,00
05,03,03,03,03,03,04,04,03,03,04,04,03,03,03,03,03,01,03,03,04,06,06,03,03,04,02,06,06,00,00,00
03,03,03,03,03,03,03,04,04,03,04,03,03,03,01,01,01,01,03,03,04,04,04,04,03,04,02,02,06,00,00,00
03,04,04,03,03,03,03,03,03,03,04,03,03,04,04,02,04,04,04,03,03,03,04,03,03,04,04,02,06,00,00,00
03,04,04,03,03,02,06,03,03,03,03,04,04,04,06,06,02,02,04,03,03,03,04,04,03,04,04,02,06,00,00,00
03,04,04,03,03,06,06,06,03,03,03,04,02,06,06,06,06,02,04,03,03,03,04,04,03,04,06,06,06,00,00,00
04,04,03,03,03,03,06,06,03,03,03,04,02,06,06,00,06,02,04,04,04,03,04,04,03,04,06,00,00,00,00,00
03,03,03,03,03,03,03,03,03,03,03,04,04,02,06,06,06,04,04,04,04,03,03,03,03,04,06,00,00,00,05,05
03,03,02,02,03,04,04,04,04,04,03,03,04,04,02,02,04,04,04,04,03,03,03,03,04,06,06,00,00,05,05,03
06,03,03,02,03,03,03,04,04,04,03,03,03,04,04,04,04,04,03,03,03,03,03,04,02,06,00,00,05,05,04,02
06,06,06,06,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,04,04,06,06,00,00,05,04,04,03
00,00,06,06,04,04,04,03,03,03,04,04,04,03,03,03,03,03,04,04,03,03,04,04,06,06,00,00,05,04,04,03
00,00,06,04,04,04,04,02,02,03,04,04,03,03,03,03,03,03,04,04,03,03,03,04,04,06,00,00,05,05,04,04
00,00,06,04,04,04,06,06,02,03,03,03,06,06,06,06,03,03,03,03,03,03,03,03,04,06,06,00,00,05,05,05
00,00,06,04,04,06,00,06,04,03,06,06,02,02,06,06,03,03,04,03,03,03,03,03,04,04,06,06,06,00,00,00
00,00,06,06,04,06,06,02,04,03,03,06,00,00,06,04,04,04,04,04,03,03,03,03,03,04,04,04,06,00,00,00
00,00,00,06,06,06,06,02,04,04,03,06,00,00,06,06,06,06,04,04,03,03,03,04,04,06,06,06,06,00,00,00
00,00,00,00,00,00,06,06,04,04,03,06,00,00,00,00,00,06,06,04,03,03,03,04,06,06,00,00,00,00,00,00
00,00,00,00,00,00,00,06,04,04,04,06,06,00,00,00,00,00,06,04,04,03,04,04,06,00,00,00,00,00,00,00
06,06,00,00,00,00,00,06,02,03,04,03,02,06,06,06,06,06,06,06,02,03,02,06,06,06,06,06,06,06,06,06
05,06,06,06,06,00,00,06,06,04,04,04,03,05,05,05,05,05,05,05,02,04,02,05,05,05,05,05,05,05,05,06
05,05,05,05,06,06,00,00,06,06,04,04,03,05,01,01,01,01,01,01,02,04,02,01,01,01,01,01,01,01,05,06
05,05,05,05,05,06,00,00,00,06,02,04,04,05,01,01,04,04,04,04,04,04,04,04,04,04,04,04,01,01,05,06
05,05,05,05,05,06,00,00,00,06,06,06,04,05,01,04,04,04,04,04,04,04,04,04,04,04,04,04,04,01,05,06
05,05,05,05,05,00,00,00,00,00,06,02,04,04,01,04,04,04,01,01,01,01,01,01,01,01,04,04,04,01,05,06
05,05,05,05,05,05,05,00,00,00,06,02,04,04,01,04,04,04,04,04,04,01,04,04,04,04,04,04,04,01,05,06

